id,trigger,conditions,script,text,options,notes
sotfHFinaleVisitShrineOverride,PopulateKillaOptions,"$id == killa
$tag:luddic_shrine
!$global.lpp_inProgress
!$global.lpp_visitedShrineKilla
Call $global.sotf_haunted_ref updateData
$sotf_haunted_stage == PAY_YOUR_PENANCE",# bcs you can't normally visit if you haven't started Pilgrim's Path,,1:lpp_killaVisitStart:Take a shuttle to the Luddic Church beacon,
sotfHFinaleShrineOutDone,DialogOptionSelected,"$option == lpp_killaOssuaryOutDone
Call $global.sotf_haunted_ref updateData
$sotf_haunted_stage == PAY_YOUR_PENANCE score:100","SetStoryOption sotfHFinale_shrine1 5 sotf_haunted_shrinegate leadership ""Braved the passages of the Killa shrine""","You are left among the dead. The webs of ash hanging in the air twitch and flow as movement elsewhere in the labyrinth triggers minor fluctuations in the standing electrostatic charge.

You feel a pull towards the labyrinthine passages of the deeper shrine.","sotfHFinale_shrine1:Brave the passages
lpp_killaShrineStayAWhile:Stay a while
lpp_killaShrineFirstLeaveStart:Return to your shuttle",
sotfHFinaleShrineVisitAgain,DialogOptionSelected,"$option == lpp_killaShrineVisitAgain3
Call $global.sotf_haunted_ref updateData
$sotf_haunted_stage == PAY_YOUR_PENANCE score:100","SetStoryOption sotfHFinale_shrine1 5 sotf_haunted_shrinegate leadership ""Braved the passages of the Killa shrine""","Wandering the halls, you eventually encounter the curate sacraria of the ossuary. He is, as before, a man of few words, and greets you with only a nod and the ghost of a sad smile.

You are left among the dead. The webs of ash hanging in the air twitch and flow as movement elsewhere in the labyrinth trigger minor fluctuations in the standing electrostatic charge.

You feel a pull towards the labyrinthine passages of the deeper shrine.","sotfHFinale_shrine1:Brave the passages
lpp_killaShrineStayAWhile:Stay a while
lpp_killaShrineLeaveStart:Return to your shuttle",
sotfHFinaleShrine1,DialogOptionSelected,$option == sotfHFinale_shrine1,,"You follow your heavy heart into the unknown. The bones of the dead line your pilgrimage, and at times you cannot help but count them as if they were your own fault.

There's too many for that.

There is no way to know where you're going, but the path is guided by the prayers in the comms channel and by something nestled there in the hidden crevices of your mind.

Eventually, you find an open chamber, once the crew quarters of a warship. Within, a warped altar, a white spiraling image painted on the back wall, and a holo-display unit flickering between messages.",sotfHFinale_shrine2:Continue,
sotfHFinaleShrine2,DialogOptionSelected,$option == sotfHFinale_shrine2,"AddText ""find our light\nshining alone over the water\nnorth- north- north-\ninto the darkness"" sotfDaydreamTextColor
$global.sotf_haunted_gotolotl = true
Call $global.sotf_haunted_ref updateStage",,sotfHFinale_shrine3:Continue,
sotfHFinaleShrine3,DialogOptionSelected,$option == sotfHFinale_shrine3,"AddText ""what will you find"" sotfDaydreamTextColor",,"sotfHFinale_shrine5:Ignore it, and leave
sotfHFinale_shrine4a:""An escape.""
sotfHFinale_shrine4b:""Some way to kill the thing for good.""
sotfHFinale_shrine4c:""Somewhere I can finally rest.""
sotfHFinale_shrine4d:""Redemption.""",
sotfHFinaleShrine4a,DialogOptionSelected,$option == sotfHFinale_shrine4a,"AddText ""surely"" sotfDaydreamTextColor
AddText ""The holo-display unit melts into a black vapor and vanishes.""",,sotfHFinale_shrine5:Leave,
sotfHFinaleShrine4b,DialogOptionSelected,$option == sotfHFinale_shrine4b,"AddText ""the only way you could go back"" sotfDaydreamTextColor
AddText ""The holo-display unit melts into a black vapor and vanishes.""",,sotfHFinale_shrine5:Leave,
sotfHFinaleShrine4c,DialogOptionSelected,$option == sotfHFinale_shrine4c,"AddText ""anywhere, but there most of all"" sotfDaydreamTextColor
AddText ""The holo-display unit melts into a black vapor and vanishes.""",,sotfHFinale_shrine5:Leave,
sotfHFinaleShrine4d,DialogOptionSelected,$option == sotfHFinale_shrine4d,"AddText ""waits for all who will take it"" sotfDaydreamTextColor
AddText ""The holo-display unit melts into a black vapor and vanishes.""",,sotfHFinale_shrine5:Leave,
sotfHFinaleShrine5,DialogOptionSelected,$option == sotfHFinale_shrine5,"AddTextSmall ""You may wish to save your game before heading to the Abyss"" highlight","You leave the strange assembly, the way cleared again.

Retracing your steps and renewed with vigor - and desperation - you snake through the passages and return to the more-travelled area of the ossuary.","lpp_killaShrineStayAWhile:Stay a while
lpp_killaShrineFirstLeaveStart:Return to your shuttle",
,,,,,,
sotfHFinaleFelOCL,OpenCommLink,"$entity.sotf_haunted_felFleet score:10000
!$ignorePlayerCommRequests","$ignorePlayerCommRequests = true 1
SotfGuiltCMD showFelPersonVisual","Breath comes through the comms and you can almost feel it down your neck. That feeling- that cold dread you've felt so many times, returns in force.

Hundreds of voices speak over each other, gasping for life.

        YOU-
                -WILL NOT-
            -ESCAPE VENGEANCE
    THIS ENDS NOW-
            BUTCHER",cutCommLink:Cut the comm link,
sotfHFinaleFelOCLFallback,OpenCommLink,$entity.sotf_haunted_felFleet score:100,,"The link fills briefly with electronic crackles, like dry branches straining against wind. Then, a sharp sound like shattering bones, and-

With a wince, your comms officer freezes the output and clears the buffer.",cutCommLink:Cut the comm link,
sotfHFinaleFelDefeated,sotfHauntedBeatFel,,"Highlight ""Elysium""
$global.sotf_haunted_gotoelysium = true
Call $global.sotf_haunted_ref updateStage","The last of the nanite-ships dissipates into the void of space, EM-signature fading from sensors.

It's over. It's finally over.

Elysium waits for you.",,
,,,,,,
sotfHauntedElysiumFireOpts,sotfElysium,$global.sotf_hauntedStart,,It's not time yet.,100:defaultLeave:Leave,
sotfHFinaleElysiumOpts,sotfElysium,"Call $global.sotf_haunted_ref updateData
$sotf_haunted_stage == ENTER_ELYSIUM score:10000",,"The world is wreathed in shifting black clouds like skies shrouded in perpetual midnight. Sensors barks orders from aside - after major retuning, they are able to filter out as much of the EM-wash as they can.

""Nanites,"" a sensors tech confirms, silencing his team. The world is wrapped in writhing bands of nanomachines dozens of kilometres wide. Below, white lights illuminate the vast ice fields of Elysium's dark side.

Somewhere through the screen of magnetic signatures, a narrow-range comms burst punches through. The codes are unlike anything your crews have seen before.","sotfHFinale_elysium1:Accept the comms link
100:defaultLeave:Leave",
sotfHFinaleElysiumOpts2,sotfElysium,"Call $global.sotf_haunted_ref updateData
$sotf_haunted_allowed score:100000",FireBest sotfHFinaleElysiumStoryOpt,,"sotfHFinale_elysium2:Take a shuttle to the surface
100:defaultLeave:Leave",
sotfHFinaleElysiumOpts3,sotfElysium,"Call $global.sotf_haunted_ref updateData
$sotf_haunted_stage == SACRIFICE_YOURSELF score:100000",,,"sotfHFinale_elysiumAgain:Take a shuttle to the surface
100:defaultLeave:Leave",
sotfHFinaleElysiumSetStoryOpt,sotfHFinaleElysiumStoryOpt,!$sotf_visited,"SetStoryOption sotfHFinale_elysium2 5 sotf_haunted_elysiumgate leadership ""Gathered the courage to visit Elysium""",,,
sotfHFinaleElysium1,DialogOptionSelected,$option == sotfHFinale_elysium1,"AddTextSmall ""descend alone\nfind your peace\nif you will"" sotfDaydreamTextColor
AddText ""Data containing an undefined location on Elysium's surface streams in as the transmission drops.""
$sotf_haunted_allowed = true
FireBest sotfElysium",,,
sotfHFinaleElysium2,DialogOptionSelected,$option == sotfHFinale_elysium2,$sotf_visited = true,"Navigational instructions are provided by the orbiting satellite. The shuttle breaks atmos in a long arc directed into a growing void in the black clouds. They part in perfect synchronity, as if a single living being.

Below you, the icy surface of Elysium gleams with ritualistic visual-spectrum scars, the flight's terminus concluding in a site ringed by light.

Your destination is a landing pad within proximity of a set of conjoined prefab structures. Nanomechanical rivers circle your shuttle like lethargical serpents, intermittently coming to life for seconds at a time but never drawing closer.",sotfHFinale_elysium3:Step outside,
sotfHFinaleElysium3,DialogOptionSelected,$option == sotfHFinale_elysium3,,"You step out onto the landing pad, an walkway built guiding you to the facility's entrance. The cold reported by your vacsuit is truly inhospitable, but still more comforting than that of your own guilt.

The habitat-facility before you is subtly misfigured and exposed to open air by rifts in its ceiling. The rounded form typical of colonial prefabs is twisted into harsh spires, the arches almost bringing to mind a Luddic temple in a vision of apocalypse.",sotfHFinale_elysium4:Enter,
sotfHFinaleElysium4,DialogOptionSelected,$option == sotfHFinale_elysium4,,"The entrance to the facility opens with a hiss, not to a grand sanctuary, but a cramped airlock.

The wait is brief as it seals you inside the lightless chamber, the weight in the air shifting the cycle completes. The airlock opens once more, and light streams inside.",sotfHFinale_elysium5:Continue,
sotfHFinaleElysium5,DialogOptionSelected,$option == sotfHFinale_elysium5,,"Inside is what appears to be a meeting hall, gifted a view of the sky by a set of jagged rifts in the ceiling. The light of the lake hangs above you once more.

The place has been arranged as if a church sanctum, chairs organized as pews, the podium an altar where a vac-dessicated skeleton in a scientist's uniform is slumped over. A pistol has fallen to the ground below.

Two other corpses lie on the meeting hall's floor, and as you spy another through a jammed-open door, a towering, figure walks through it. The mythic stranger is like something made for a story - pitch-black like a midnight sky, a dog's head, a single spiralling white eye, four arms that greet you.","sotfHFinale_elysium6:""You again. From my dreams.""",
sotfHFinaleElysium6,DialogOptionSelected,$option == sotfHFinale_elysium6,"BeginConversation sotf_sirius true true
FireAll sotfElysiumSiriusOpts","""You, the haunted one,"" he replies, many voices speaking as one. ""Come seeking salvation- hope- a new beginning.""

He sighs. ""Welcome to Elysium- the home of the fallen- brought low, none other to bestow her blessings but I.""",,
sotfHFinaleSiriusWhoOpt,sotfElysiumSiriusOpts,!$global.sotf_hfAskedSiriusWho,,,"sotfHFinale_siriusWho:""Who are you?""",
sotfHFinaleSiriusWhereOpt,sotfElysiumSiriusOpts,!$global.sotf_hfAskedSiriusWhere,,,"sotfHFinale_siriusWhere:""What is this place?""",
sotfHFinaleSiriusWhatOpt,sotfElysiumSiriusOpts,!$global.sotf_hfAskedSiriusWhat,,,"sotfHFinale_siriusWhat:""What happened here?""",
sotfHFinaleSiriusEscapeOpt,sotfElysiumSiriusOpts,!$global.sotf_hfAskedSiriusEscape,,,"sotfHFinale_siriusEscape:""I need to escape my guilt. This is the place - how do I do it?""",
sotfHFinaleSiriusGoOpt,sotfElysiumSiriusOpts,$global.sotf_hfAskedSiriusEscape,,,"sotfHFinale_siriusGo:""Take me there.""",
,,,,,,
sotfHFinaleSiriusWho,DialogOptionSelected,$option == sotfHFinale_siriusWho,"$global.sotf_hfAskedSiriusWho = true
FireAll sotfElysiumSiriusOpts","""Sirius, the bright star,"" he explains. ""I am the watchdog- the soul eater- the shadow and light- all that is left of Her will. I am many and one, mortality given divinity.""

""And all I have left is to tend to this dead place,"" he mourns.",,
sotfHFinaleSiriusWhere,DialogOptionSelected,$option == sotfHFinale_siriusWhere,"$global.sotf_hfAskedSiriusWhere = true
FireAll sotfElysiumSiriusOpts","""Here is the sanctum of the dreaming,"" he replies. ""Once a place to learn- to defy- to ascend- to wait, to wait, to prepare.""

He looks to the corpses. ""Elysium was meant to manifest a goddess of the lake- now it is a tomb.""",,
sotfHFinaleSiriusWhat,DialogOptionSelected,$option == sotfHFinale_siriusWhat,"$global.sotf_hfAskedSiriusWhat = true
FireAll sotfElysiumSiriusOpts","He looks to the bodies. ""Schism, splintering. Hatred turned against each other those we once called friends- called colleagues- called beloved.""

""All that remains is the victors - who now hunt you as one - and us, whose goddess of the lake lies dormant- will not awaken- for we have not the means.""",,
sotfHFinaleSiriusEscape,DialogOptionSelected,$option == sotfHFinale_siriusEscape,"$global.sotf_hfAskedSiriusEscape = true
FireAll sotfElysiumSiriusOpts","He looks behind himself, to the dark, winding passages of the facility. ""Deeper within, there is a way,"" he tells.

That spiraling eye focuses on you. ""You may not like it.""",,
,,,,,,
sotfHFinaleSiriusGo,DialogOptionSelected,$option == sotfHFinale_siriusGo,,"You follow him through the ruined halls of Elysium, stepping over bodies left forever in the final moment of life. The walls are marked with weapons-fire and ritualistic symbols and messages. ""Heretics will suffer Her wrath,"" one says. ""Absolve and be saved.""

The signage and bleeding-edge equipment betrays the place's original purpose. Temporal Physics, N-Space Resonance. Nanorobotics. Spatial Disruption.

He leads you to a room labelled ""Gestalt Intelligence"".",sotfHFinale_siriusGo2:Enter,
sotfHFinaleSiriusGo2,DialogOptionSelected,$option == sotfHFinale_siriusGo2,,"Inside, there is a set of medical podbeds lining the back wall, connected thrice over to blinking, humming machinery that consumes most of the rest of the chamber. This place alone is untouched by the havoc that has long claimed the rest of the facility.","sotfHFinale_siriusSacrifice1:""What are those?""
sotfHFinale_siriusSacrifice1b:""This is it?""",
